2024-08-14 | 15:05:43.564 | DEBUG | passlib.utils.compat:__getattr__:449 | Thread 11848 | loaded lazy attr 'SafeConfigParser': <class 'configparser.ConfigParser'>
2024-08-20 | 17:01:33.397 | DEBUG | httpcore.connection:atrace:85 | Thread 7652 | close.complete
2024-08-20 | 17:01:33.398 | SUCCESS | root:success:13 | Thread 7652 | Средства успешно сняты
2024-08-20 | 17:01:33.398 | DEBUG | aioredis:create_connection:110 | Thread 7652 | Creating tcp connection to ('localhost', 6379)
2024-08-20 | 17:01:35.437 | INFO | root:save_transaction_id:152 | Thread 7652 | Redis успешно закрыт
2024-08-20 | 17:01:35.438 | DEBUG | aioredis:_do_close:158 | Thread 7652 | Closed 1 connection(s)
2024-08-20 | 17:03:20.077 | INFO | root:get_cards:30 | Thread 10936 | Попытка получения кредитную карту пользователя с UUID: 893d3603-a690-406f-bde8-ee8bb7ea97f8
2024-08-20 | 17:03:20.077 | DEBUG | aioredis:create_connection:110 | Thread 10936 | Creating tcp connection to ('localhost', 6379)
2024-08-20 | 17:03:22.130 | INFO | root:get_uzcard_id:103 | Thread 10936 | Redis успешно закрыт
2024-08-20 | 17:03:22.131 | DEBUG | aioredis:_do_close:158 | Thread 10936 | Closed 1 connection(s)
2024-08-20 | 17:03:22.131 | DEBUG | httpx:load_ssl_context:80 | Thread 10936 | load_ssl_context verify=True cert=None trust_env=True http2=False
2024-08-20 | 17:03:22.132 | DEBUG | httpx:load_ssl_context_verify:146 | Thread 10936 | load_verify_locations cafile='C:\\Users\\user\\Desktop\\weel_users\\venv\\Lib\\site-packages\\certifi\\cacert.pem'
2024-08-20 | 17:03:22.284 | DEBUG | httpcore.connection:atrace:85 | Thread 10936 | connect_tcp.started host='api.upay.uz' port=443 local_address=None timeout=5.0 socket_options=None
2024-08-20 | 17:03:22.314 | DEBUG | httpcore.connection:atrace:85 | Thread 10936 | connect_tcp.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x00000249984E7B10>
2024-08-20 | 17:03:22.314 | DEBUG | httpcore.connection:atrace:85 | Thread 10936 | start_tls.started ssl_context=<ssl.SSLContext object at 0x0000024998AF79B0> server_hostname='api.upay.uz' timeout=5.0
2024-08-20 | 17:03:22.348 | DEBUG | httpcore.connection:atrace:85 | Thread 10936 | start_tls.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x0000024998084A10>
2024-08-20 | 17:03:22.349 | DEBUG | httpcore.http11:atrace:85 | Thread 10936 | send_request_headers.started request=<Request [b'POST']>
2024-08-20 | 17:03:22.350 | DEBUG | httpcore.http11:atrace:85 | Thread 10936 | send_request_headers.complete
2024-08-20 | 17:03:22.350 | DEBUG | httpcore.http11:atrace:85 | Thread 10936 | send_request_body.started request=<Request [b'POST']>
2024-08-20 | 17:03:22.351 | DEBUG | httpcore.http11:atrace:85 | Thread 10936 | send_request_body.complete
2024-08-20 | 17:03:22.351 | DEBUG | httpcore.http11:atrace:85 | Thread 10936 | receive_response_headers.started request=<Request [b'POST']>
2024-08-20 | 17:03:22.416 | DEBUG | httpcore.http11:atrace:85 | Thread 10936 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Server', b'nginx'), (b'Date', b'Tue, 20 Aug 2024 12:03:23 GMT'), (b'Content-Type', b'text/xml; charset=utf-8'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'Vary', b'Accept-Encoding'), (b'User-Remote-Ip-Address', b'84.54.84.41'), (b'X-XSS-Protection', b'1; mode=block'), (b'X-Content-Type-Options', b'nosniff'), (b'Referrer-Policy', b'no-referrer-when-downgrade'), (b'Referrer-Policy', b'strict-origin-when-cross-origin'), (b'Content-Security-Policy', b'frame-ancestors http://*.upay.uz https://*.upay.uz'), (b'Permissions-Policy', b'interest-cohort=()'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'X-Frame-Options', b'SAMEORIGIN'), (b'X-Permitted-Cross-Domain-Policies', b'master-only'), (b'Feature-Policy', b"camera 'none'; microphone 'none'; geolocation *"), (b'Expect-CT', b'max-age=86400, enforce, report-uri="https://upay.uz/ct_report"'), (b'Content-Encoding', b'gzip')])
2024-08-20 | 17:03:22.417 | INFO | httpx:_send_single_request:1773 | Thread 10936 | HTTP Request: POST https://api.upay.uz/STAPI/STWS?wsdl "HTTP/1.1 200 OK"
2024-08-20 | 17:03:22.417 | DEBUG | httpcore.http11:atrace:85 | Thread 10936 | receive_response_body.started request=<Request [b'POST']>
2024-08-20 | 17:03:22.417 | DEBUG | httpcore.http11:atrace:85 | Thread 10936 | receive_response_body.complete
2024-08-20 | 17:03:22.418 | DEBUG | httpcore.http11:atrace:85 | Thread 10936 | response_closed.started
2024-08-20 | 17:03:22.418 | DEBUG | httpcore.http11:atrace:85 | Thread 10936 | response_closed.complete
2024-08-20 | 17:03:22.418 | DEBUG | httpcore.connection:atrace:85 | Thread 10936 | close.started
2024-08-20 | 17:03:22.419 | DEBUG | httpcore.connection:atrace:85 | Thread 10936 | close.complete
2024-08-20 | 17:03:22.419 | SUCCESS | root:success:13 | Thread 10936 | Данные успешно получены
2024-08-20 | 17:03:22.419 | INFO | root:get_cards:54 | Thread 10936 | Кредитная карта пользователя с UUID: 893d3603-a690-406f-bde8-ee8bb7ea97f8 успешно получена
2024-08-20 | 17:03:22.823 | INFO | root:card_payment:214 | Thread 10936 | Попытка снятия средств с карты пользователя с UUID: 893d3603-a690-406f-bde8-ee8bb7ea97f8
2024-08-20 | 17:03:22.823 | DEBUG | aioredis:create_connection:110 | Thread 10936 | Creating tcp connection to ('localhost', 6379)
2024-08-20 | 17:03:24.849 | INFO | root:get_uzcard_id:103 | Thread 10936 | Redis успешно закрыт
2024-08-20 | 17:03:24.850 | DEBUG | aioredis:_do_close:158 | Thread 10936 | Closed 1 connection(s)
2024-08-20 | 17:03:24.851 | DEBUG | aioredis:create_connection:110 | Thread 10936 | Creating tcp connection to ('localhost', 6379)
2024-08-20 | 17:03:26.889 | INFO | root:get_card_phone:136 | Thread 10936 | Redis успешно закрыт
2024-08-20 | 17:03:26.891 | DEBUG | aioredis:_do_close:158 | Thread 10936 | Closed 1 connection(s)
2024-08-20 | 17:03:26.893 | DEBUG | httpx:load_ssl_context:80 | Thread 10936 | load_ssl_context verify=True cert=None trust_env=True http2=False
2024-08-20 | 17:03:26.894 | DEBUG | httpx:load_ssl_context_verify:146 | Thread 10936 | load_verify_locations cafile='C:\\Users\\user\\Desktop\\weel_users\\venv\\Lib\\site-packages\\certifi\\cacert.pem'
2024-08-20 | 17:03:27.041 | DEBUG | httpcore.connection:atrace:85 | Thread 10936 | connect_tcp.started host='api.upay.uz' port=443 local_address=None timeout=5.0 socket_options=None
2024-08-20 | 17:03:27.070 | DEBUG | httpcore.connection:atrace:85 | Thread 10936 | connect_tcp.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x00000249984E6890>
2024-08-20 | 17:03:27.071 | DEBUG | httpcore.connection:atrace:85 | Thread 10936 | start_tls.started ssl_context=<ssl.SSLContext object at 0x0000024998C487A0> server_hostname='api.upay.uz' timeout=5.0
2024-08-20 | 17:03:27.102 | DEBUG | httpcore.connection:atrace:85 | Thread 10936 | start_tls.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x0000024998B9FC90>
2024-08-20 | 17:03:27.102 | DEBUG | httpcore.http11:atrace:85 | Thread 10936 | send_request_headers.started request=<Request [b'POST']>
2024-08-20 | 17:03:27.103 | DEBUG | httpcore.http11:atrace:85 | Thread 10936 | send_request_headers.complete
2024-08-20 | 17:03:27.103 | DEBUG | httpcore.http11:atrace:85 | Thread 10936 | send_request_body.started request=<Request [b'POST']>
2024-08-20 | 17:03:27.103 | DEBUG | httpcore.http11:atrace:85 | Thread 10936 | send_request_body.complete
2024-08-20 | 17:03:27.103 | DEBUG | httpcore.http11:atrace:85 | Thread 10936 | receive_response_headers.started request=<Request [b'POST']>
2024-08-20 | 17:03:27.292 | DEBUG | httpcore.http11:atrace:85 | Thread 10936 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Server', b'nginx'), (b'Date', b'Tue, 20 Aug 2024 12:03:28 GMT'), (b'Content-Type', b'text/xml; charset=utf-8'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'Vary', b'Accept-Encoding'), (b'User-Remote-Ip-Address', b'84.54.84.41'), (b'X-XSS-Protection', b'1; mode=block'), (b'X-Content-Type-Options', b'nosniff'), (b'Referrer-Policy', b'no-referrer-when-downgrade'), (b'Referrer-Policy', b'strict-origin-when-cross-origin'), (b'Content-Security-Policy', b'frame-ancestors http://*.upay.uz https://*.upay.uz'), (b'Permissions-Policy', b'interest-cohort=()'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'X-Frame-Options', b'SAMEORIGIN'), (b'X-Permitted-Cross-Domain-Policies', b'master-only'), (b'Feature-Policy', b"camera 'none'; microphone 'none'; geolocation *"), (b'Expect-CT', b'max-age=86400, enforce, report-uri="https://upay.uz/ct_report"'), (b'Content-Encoding', b'gzip')])
2024-08-20 | 17:03:27.294 | INFO | httpx:_send_single_request:1773 | Thread 10936 | HTTP Request: POST https://api.upay.uz/STAPI/STWS?wsdl "HTTP/1.1 200 OK"
2024-08-20 | 17:03:27.295 | DEBUG | httpcore.http11:atrace:85 | Thread 10936 | receive_response_body.started request=<Request [b'POST']>
2024-08-20 | 17:03:27.296 | DEBUG | httpcore.http11:atrace:85 | Thread 10936 | receive_response_body.complete
2024-08-20 | 17:03:27.297 | DEBUG | httpcore.http11:atrace:85 | Thread 10936 | response_closed.started
2024-08-20 | 17:03:27.297 | DEBUG | httpcore.http11:atrace:85 | Thread 10936 | response_closed.complete
2024-08-20 | 17:03:27.298 | DEBUG | httpcore.connection:atrace:85 | Thread 10936 | close.started
2024-08-20 | 17:03:27.298 | DEBUG | httpcore.connection:atrace:85 | Thread 10936 | close.complete
2024-08-20 | 17:03:27.299 | SUCCESS | root:success:13 | Thread 10936 | Средства успешно сняты
2024-08-20 | 17:03:27.300 | DEBUG | aioredis:create_connection:110 | Thread 10936 | Creating tcp connection to ('localhost', 6379)
2024-08-20 | 17:03:29.337 | INFO | root:save_transaction_id:152 | Thread 10936 | Redis успешно закрыт
2024-08-20 | 17:03:29.339 | DEBUG | aioredis:_do_close:158 | Thread 10936 | Closed 1 connection(s)
2024-08-20 | 17:03:29.813 | INFO | root:card_payment:214 | Thread 10936 | Попытка снятия средств с карты пользователя с UUID: 893d3603-a690-406f-bde8-ee8bb7ea97f8
2024-08-20 | 17:03:29.814 | DEBUG | aioredis:create_connection:110 | Thread 10936 | Creating tcp connection to ('localhost', 6379)
2024-08-20 | 17:03:31.854 | INFO | root:get_uzcard_id:103 | Thread 10936 | Redis успешно закрыт
2024-08-20 | 17:03:31.854 | DEBUG | aioredis:_do_close:158 | Thread 10936 | Closed 1 connection(s)
2024-08-20 | 17:03:31.854 | DEBUG | aioredis:create_connection:110 | Thread 10936 | Creating tcp connection to ('localhost', 6379)
2024-08-20 | 17:03:33.909 | INFO | root:get_card_phone:136 | Thread 10936 | Redis успешно закрыт
2024-08-20 | 17:03:33.910 | DEBUG | aioredis:_do_close:158 | Thread 10936 | Closed 1 connection(s)
2024-08-20 | 17:03:33.911 | DEBUG | httpx:load_ssl_context:80 | Thread 10936 | load_ssl_context verify=True cert=None trust_env=True http2=False
2024-08-20 | 17:03:33.912 | DEBUG | httpx:load_ssl_context_verify:146 | Thread 10936 | load_verify_locations cafile='C:\\Users\\user\\Desktop\\weel_users\\venv\\Lib\\site-packages\\certifi\\cacert.pem'
2024-08-20 | 17:03:34.062 | DEBUG | httpcore.connection:atrace:85 | Thread 10936 | connect_tcp.started host='api.upay.uz' port=443 local_address=None timeout=5.0 socket_options=None
2024-08-20 | 17:03:34.094 | DEBUG | httpcore.connection:atrace:85 | Thread 10936 | connect_tcp.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x0000024998C89750>
2024-08-20 | 17:03:34.095 | DEBUG | httpcore.connection:atrace:85 | Thread 10936 | start_tls.started ssl_context=<ssl.SSLContext object at 0x0000024998C48D40> server_hostname='api.upay.uz' timeout=5.0
2024-08-20 | 17:03:34.127 | DEBUG | httpcore.connection:atrace:85 | Thread 10936 | start_tls.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x0000024998C8B0D0>
2024-08-20 | 17:03:34.128 | DEBUG | httpcore.http11:atrace:85 | Thread 10936 | send_request_headers.started request=<Request [b'POST']>
2024-08-20 | 17:03:34.128 | DEBUG | httpcore.http11:atrace:85 | Thread 10936 | send_request_headers.complete
2024-08-20 | 17:03:34.128 | DEBUG | httpcore.http11:atrace:85 | Thread 10936 | send_request_body.started request=<Request [b'POST']>
2024-08-20 | 17:03:34.129 | DEBUG | httpcore.http11:atrace:85 | Thread 10936 | send_request_body.complete
2024-08-20 | 17:03:34.129 | DEBUG | httpcore.http11:atrace:85 | Thread 10936 | receive_response_headers.started request=<Request [b'POST']>
2024-08-20 | 17:03:34.318 | DEBUG | httpcore.http11:atrace:85 | Thread 10936 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Server', b'nginx'), (b'Date', b'Tue, 20 Aug 2024 12:03:35 GMT'), (b'Content-Type', b'text/xml; charset=utf-8'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'Vary', b'Accept-Encoding'), (b'User-Remote-Ip-Address', b'84.54.84.41'), (b'X-XSS-Protection', b'1; mode=block'), (b'X-Content-Type-Options', b'nosniff'), (b'Referrer-Policy', b'no-referrer-when-downgrade'), (b'Referrer-Policy', b'strict-origin-when-cross-origin'), (b'Content-Security-Policy', b'frame-ancestors http://*.upay.uz https://*.upay.uz'), (b'Permissions-Policy', b'interest-cohort=()'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'X-Frame-Options', b'SAMEORIGIN'), (b'X-Permitted-Cross-Domain-Policies', b'master-only'), (b'Feature-Policy', b"camera 'none'; microphone 'none'; geolocation *"), (b'Expect-CT', b'max-age=86400, enforce, report-uri="https://upay.uz/ct_report"'), (b'Content-Encoding', b'gzip')])
2024-08-20 | 17:03:34.320 | INFO | httpx:_send_single_request:1773 | Thread 10936 | HTTP Request: POST https://api.upay.uz/STAPI/STWS?wsdl "HTTP/1.1 200 OK"
2024-08-20 | 17:03:34.321 | DEBUG | httpcore.http11:atrace:85 | Thread 10936 | receive_response_body.started request=<Request [b'POST']>
2024-08-20 | 17:03:34.322 | DEBUG | httpcore.http11:atrace:85 | Thread 10936 | receive_response_body.complete
2024-08-20 | 17:03:34.323 | DEBUG | httpcore.http11:atrace:85 | Thread 10936 | response_closed.started
2024-08-20 | 17:03:34.323 | DEBUG | httpcore.http11:atrace:85 | Thread 10936 | response_closed.complete
2024-08-20 | 17:03:34.324 | DEBUG | httpcore.connection:atrace:85 | Thread 10936 | close.started
2024-08-20 | 17:03:34.324 | DEBUG | httpcore.connection:atrace:85 | Thread 10936 | close.complete
2024-08-20 | 17:03:34.324 | SUCCESS | root:success:13 | Thread 10936 | Средства успешно сняты
2024-08-20 | 17:03:34.325 | DEBUG | aioredis:create_connection:110 | Thread 10936 | Creating tcp connection to ('localhost', 6379)
2024-08-20 | 17:03:35.867 | INFO | root:get_cards:30 | Thread 10936 | Попытка получения кредитную карту пользователя с UUID: 893d3603-a690-406f-bde8-ee8bb7ea97f8
2024-08-20 | 17:03:35.867 | DEBUG | aioredis:create_connection:110 | Thread 10936 | Creating tcp connection to ('localhost', 6379)
2024-08-20 | 17:03:36.363 | INFO | root:save_transaction_id:152 | Thread 10936 | Redis успешно закрыт
2024-08-20 | 17:03:36.365 | DEBUG | aioredis:_do_close:158 | Thread 10936 | Closed 1 connection(s)
2024-08-20 | 17:03:37.919 | INFO | root:get_uzcard_id:103 | Thread 10936 | Redis успешно закрыт
2024-08-20 | 17:03:37.921 | DEBUG | aioredis:_do_close:158 | Thread 10936 | Closed 1 connection(s)
2024-08-20 | 17:03:37.922 | DEBUG | httpx:load_ssl_context:80 | Thread 10936 | load_ssl_context verify=True cert=None trust_env=True http2=False
2024-08-20 | 17:03:37.925 | DEBUG | httpx:load_ssl_context_verify:146 | Thread 10936 | load_verify_locations cafile='C:\\Users\\user\\Desktop\\weel_users\\venv\\Lib\\site-packages\\certifi\\cacert.pem'
2024-08-20 | 17:03:38.073 | DEBUG | httpcore.connection:atrace:85 | Thread 10936 | connect_tcp.started host='api.upay.uz' port=443 local_address=None timeout=5.0 socket_options=None
2024-08-20 | 17:03:38.102 | DEBUG | httpcore.connection:atrace:85 | Thread 10936 | connect_tcp.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x0000024998C88E90>
2024-08-20 | 17:03:38.102 | DEBUG | httpcore.connection:atrace:85 | Thread 10936 | start_tls.started ssl_context=<ssl.SSLContext object at 0x0000024998AF7410> server_hostname='api.upay.uz' timeout=5.0
2024-08-20 | 17:03:38.138 | DEBUG | httpcore.connection:atrace:85 | Thread 10936 | start_tls.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x0000024998C8A850>
2024-08-20 | 17:03:38.138 | DEBUG | httpcore.http11:atrace:85 | Thread 10936 | send_request_headers.started request=<Request [b'POST']>
2024-08-20 | 17:03:38.140 | DEBUG | httpcore.http11:atrace:85 | Thread 10936 | send_request_headers.complete
2024-08-20 | 17:03:38.140 | DEBUG | httpcore.http11:atrace:85 | Thread 10936 | send_request_body.started request=<Request [b'POST']>
2024-08-20 | 17:03:38.141 | DEBUG | httpcore.http11:atrace:85 | Thread 10936 | send_request_body.complete
2024-08-20 | 17:03:38.141 | DEBUG | httpcore.http11:atrace:85 | Thread 10936 | receive_response_headers.started request=<Request [b'POST']>
2024-08-20 | 17:03:38.212 | DEBUG | httpcore.http11:atrace:85 | Thread 10936 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Server', b'nginx'), (b'Date', b'Tue, 20 Aug 2024 12:03:39 GMT'), (b'Content-Type', b'text/xml; charset=utf-8'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'Vary', b'Accept-Encoding'), (b'User-Remote-Ip-Address', b'84.54.84.41'), (b'X-XSS-Protection', b'1; mode=block'), (b'X-Content-Type-Options', b'nosniff'), (b'Referrer-Policy', b'no-referrer-when-downgrade'), (b'Referrer-Policy', b'strict-origin-when-cross-origin'), (b'Content-Security-Policy', b'frame-ancestors http://*.upay.uz https://*.upay.uz'), (b'Permissions-Policy', b'interest-cohort=()'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'X-Frame-Options', b'SAMEORIGIN'), (b'X-Permitted-Cross-Domain-Policies', b'master-only'), (b'Feature-Policy', b"camera 'none'; microphone 'none'; geolocation *"), (b'Expect-CT', b'max-age=86400, enforce, report-uri="https://upay.uz/ct_report"'), (b'Content-Encoding', b'gzip')])
